Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Jacksonville,United States,SH-20395,Shahid Hopkins,11/3/2018,CA-2018-165764,28540,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,South,Consumer,North Carolina,Storage,20.00%,($2),2,$26 
Office Supplies,Columbia,United States,SO-20335,Sean O'Donnell,9/9/2021,CA-2021-147228,38401,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,South,Consumer,Tennessee,Storage,20.00%,($3),2,$258 
Office Supplies,Jacksonville,United States,CJ-12010,Caroline Jumper,5/1/2021,CA-2021-102204,32216,OFF-SU-10001212,Kleencut Forged Office Shears by Acme United Corporation,South,Consumer,Florida,Supplies,20.00%,$0 ,2,$3 
Office Supplies,Jacksonville,United States,NC-18415,Nathan Cano,10/14/2020,CA-2020-156503,28540,OFF-SU-10000946,Staple remover,South,Consumer,North Carolina,Supplies,20.00%,$1 ,2,$13 
Office Supplies,Fayetteville,United States,MC-17575,Matt Collins,12/3/2021,US-2021-149510,28314,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,South,Consumer,North Carolina,Appliances,20.00%,$5 ,3,$45 
Office Supplies,Wilmington,United States,JL-15130,Jack Lebron,4/28/2021,CA-2021-120894,28403,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,South,Consumer,North Carolina,Appliances,20.00%,$5 ,3,$28 
Office Supplies,Jacksonville,United States,EP-13915,Emily Phan,12/31/2020,US-2020-165953,32216,OFF-AR-10000588,Newell 345,South,Consumer,Florida,Art,20.00%,$4 ,3,$48 
Office Supplies,Margate,United States,SC-20095,Sanjit Chand,3/4/2018,CA-2018-117016,33063,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,Florida,Art,20.00%,$2 ,3,$16 
Office Supplies,Raleigh,United States,VS-21820,Vivek Sundaresam,1/8/2020,US-2020-137295,27604,OFF-AR-10001955,Newell 319,South,Consumer,North Carolina,Art,20.00%,$6 ,3,$48 
Office Supplies,Johnson City,United States,JF-15190,Jamie Frazer,11/15/2018,CA-2018-116407,37604,OFF-AR-10001315,Newell 310,South,Consumer,Tennessee,Art,20.00%,$0 ,3,$4 
Office Supplies,Nashville,United States,EB-13870,Emily Burns,7/9/2019,CA-2019-153626,37211,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,Consumer,Tennessee,Art,20.00%,$1 ,3,$5 
Office Supplies,Smyrna,United States,CA-12775,Cynthia Arntzen,12/11/2020,US-2020-132857,37167,OFF-AR-10003251,Prang Drawing Pencil Set,South,Consumer,Tennessee,Art,20.00%,$2 ,3,$7 
Office Supplies,Miami,United States,PB-19150,Philip Brown,12/12/2018,CA-2018-107573,33178,OFF-EN-10001099,Staple envelope,South,Consumer,Florida,Envelopes,20.00%,$8 ,3,$23 
Office Supplies,Thomasville,United States,KB-16315,Karl Braun,9/6/2020,CA-2020-133123,27360,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",South,Consumer,North Carolina,Envelopes,20.00%,$30 ,3,$96 
Office Supplies,Johnson City,United States,BH-11710,Brosina Hoffman,1/14/2021,CA-2021-127306,37604,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",South,Consumer,Tennessee,Envelopes,20.00%,$7 ,3,$18 
Office Supplies,Concord,United States,BP-11290,Beth Paige,7/21/2020,CA-2020-142895,28027,OFF-LA-10000262,Avery 494,South,Consumer,North Carolina,Labels,20.00%,$2 ,3,$6 
Office Supplies,Boynton Beach,United States,BW-11200,Ben Wallace,9/30/2018,US-2018-167633,33437,OFF-PA-10004888,Xerox 217,South,Consumer,Florida,Paper,20.00%,$5 ,3,$16 
Office Supplies,Hialeah,United States,PO-18850,Patrick O'Brill,10/3/2021,CA-2021-149853,33012,OFF-PA-10000556,Xerox 208,South,Consumer,Florida,Paper,20.00%,$5 ,3,$16 
Office Supplies,Hollywood,United States,KB-16315,Karl Braun,7/2/2019,CA-2019-111703,33021,OFF-PA-10000349,Easy-staple paper,South,Consumer,Florida,Paper,20.00%,$4 ,3,$12 
Office Supplies,Hollywood,United States,KB-16315,Karl Braun,7/2/2019,CA-2019-111703,33021,OFF-PA-10003349,Xerox 1957,South,Consumer,Florida,Paper,20.00%,$6 ,3,$16 
Office Supplies,North Miami,United States,DC-12850,Dan Campbell,3/19/2019,CA-2019-143532,33161,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",South,Consumer,Florida,Paper,20.00%,$5 ,3,$14 
Office Supplies,Pembroke Pines,United States,NR-18550,Nick Radford,6/3/2021,CA-2021-140872,33024,OFF-PA-10000809,Xerox 206,South,Consumer,Florida,Paper,20.00%,$5 ,3,$16 
Office Supplies,Pembroke Pines,United States,SC-20380,Shahid Collister,2/3/2021,CA-2021-126354,33024,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,South,Consumer,Florida,Paper,20.00%,$40 ,3,$115 
Office Supplies,Jacksonville,United States,JK-15730,Joe Kamberova,11/13/2019,CA-2019-111199,28540,OFF-PA-10001790,Xerox 1910,South,Consumer,North Carolina,Paper,20.00%,$40 ,3,$115 
Office Supplies,Jacksonville,United States,MH-17455,Mark Hamilton,4/6/2019,CA-2019-100888,28540,OFF-PA-10001019,Xerox 1884,South,Consumer,North Carolina,Paper,20.00%,$16 ,3,$48 
Office Supplies,Jacksonville,United States,NC-18415,Nathan Cano,10/14/2020,CA-2020-156503,28540,OFF-PA-10002319,Xerox 1944,South,Consumer,North Carolina,Paper,20.00%,$34 ,3,$93 
Office Supplies,Monroe,United States,JM-15580,Jill Matthias,9/8/2020,CA-2020-155138,28110,OFF-PA-10000501,Petty Cash Envelope,South,Consumer,North Carolina,Paper,20.00%,$23 ,3,$65 
Office Supplies,Knoxville,United States,LP-17095,Liz Preis,9/5/2021,CA-2021-102736,37918,OFF-PA-10001800,Xerox 220,South,Consumer,Tennessee,Paper,20.00%,$5 ,3,$16 
Office Supplies,Hendersonville,United States,DK-12985,Darren Koutras,12/23/2021,CA-2021-140627,37075,OFF-ST-10004123,Safco Industrial Wire Shelving System,South,Consumer,Tennessee,Storage,20.00%,($55),3,$218 
Office Supplies,Jackson,United States,JL-15130,Jack Lebron,12/22/2021,CA-2021-150910,38301,OFF-ST-10000918,Crate-A-Files,South,Consumer,Tennessee,Storage,20.00%,$2 ,3,$26 
Office Supplies,Columbia,United States,SO-20335,Sean O'Donnell,9/9/2021,CA-2021-147228,38401,OFF-SU-10001225,Staple remover,South,Consumer,Tennessee,Supplies,20.00%,($2),3,$9 
Office Supplies,Coral Springs,United States,VD-21670,Valerie Dominguez,11/5/2019,CA-2019-118444,33065,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",South,Consumer,Florida,Appliances,20.00%,$24 ,4,$387 
Office Supplies,Fayetteville,United States,CM-11935,Carlos Meador,1/22/2020,US-2020-135923,28314,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,South,Consumer,North Carolina,Appliances,20.00%,$6 ,4,$65 
Office Supplies,Jacksonville,United States,JW-16075,Julia West,3/21/2019,CA-2019-120621,28540,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,South,Consumer,North Carolina,Appliances,20.00%,$156 ,4,$962 
Office Supplies,Charlotte,United States,JE-15715,Joe Elijah,9/2/2020,CA-2020-106950,28205,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,South,Consumer,North Carolina,Art,20.00%,$3 ,4,$19 
Office Supplies,Jacksonville,United States,NC-18415,Nathan Cano,10/14/2020,CA-2020-156503,28540,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",South,Consumer,North Carolina,Envelopes,20.00%,$13 ,4,$35 
Office Supplies,Nashville,United States,MB-17305,Maria Bertelson,12/25/2019,CA-2019-144288,37211,OFF-LA-10003190,Avery 474,South,Consumer,Tennessee,Labels,20.00%,$3 ,4,$9 
Office Supplies,Orlando,United States,RH-19495,Rick Hansen,8/12/2021,CA-2021-106537,32839,OFF-PA-10000223,Xerox 2000,South,Consumer,Florida,Paper,20.00%,$7 ,4,$21 
Office Supplies,West Palm Beach,United States,EH-14185,Evan Henry,12/30/2020,CA-2020-160486,33407,OFF-PA-10002421,Embossed Ink Jet Note Cards,South,Consumer,Florida,Paper,20.00%,$25 ,4,$72 
Office Supplies,Fayetteville,United States,MC-17575,Matt Collins,12/3/2021,US-2021-149510,28314,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",South,Consumer,North Carolina,Paper,20.00%,$9 ,4,$24 
Office Supplies,Columbia,United States,SO-20335,Sean O'Donnell,9/9/2021,CA-2021-147228,38401,OFF-PA-10000357,Xerox 1888,South,Consumer,Tennessee,Paper,20.00%,$62 ,4,$178 
Office Supplies,Johnson City,United States,JF-15190,Jamie Frazer,11/15/2018,CA-2018-116407,37604,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",South,Consumer,Tennessee,Paper,20.00%,$8 ,4,$25 
Office Supplies,Nashville,United States,BG-11035,Barry Gonzalez,9/20/2019,CA-2019-141565,37211,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",South,Consumer,Tennessee,Storage,20.00%,($59),4,$294 
Office Supplies,Hialeah,United States,PO-18850,Patrick O'Brill,10/3/2021,CA-2021-149853,33012,OFF-AP-10000804,Hoover Portapower Portable Vacuum,South,Consumer,Florida,Appliances,20.00%,$1 ,5,$18 
Office Supplies,Jackson,United States,JL-15130,Jack Lebron,12/22/2021,CA-2021-150910,38301,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",South,Consumer,Tennessee,Appliances,20.00%,$16 ,5,$59 
Office Supplies,Asheville,United States,DB-13615,Doug Bickford,11/27/2021,CA-2021-132185,28806,OFF-AR-10000422,Pencil and Crayon Sharpener,South,Consumer,North Carolina,Art,20.00%,$1 ,5,$9 
Office Supplies,Asheville,United States,SG-20605,Speros Goranitis,9/13/2021,CA-2021-139493,28806,OFF-AR-10003158,Fluorescent Highlighters by Dixon,South,Consumer,North Carolina,Art,20.00%,$3 ,5,$16 
Office Supplies,Wilmington,United States,SF-20065,Sandra Flanagan,11/25/2019,US-2019-164357,28403,OFF-AR-10001177,Newell 349,South,Consumer,North Carolina,Art,20.00%,$1 ,5,$13 
Office Supplies,Knoxville,United States,LP-17095,Liz Preis,9/5/2021,CA-2021-102736,37918,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,South,Consumer,Tennessee,Art,20.00%,$7 ,5,$72 
Office Supplies,Memphis,United States,DC-12850,Dan Campbell,8/13/2021,CA-2021-128363,38109,OFF-EN-10003845,Colored Envelopes,South,Consumer,Tennessee,Envelopes,20.00%,$5 ,5,$15 
Office Supplies,Memphis,United States,DC-12850,Dan Campbell,8/13/2021,CA-2021-128363,38109,OFF-FA-10003495,Staples,South,Consumer,Tennessee,Fasteners,20.00%,$9 ,5,$24 
Office Supplies,Knoxville,United States,GM-14440,Gary McGarr,3/21/2018,US-2018-155544,37918,OFF-LA-10004544,Avery 505,South,Consumer,Tennessee,Labels,20.00%,$22 ,5,$59 
Office Supplies,Jacksonville,United States,EP-13915,Emily Phan,12/31/2020,US-2020-165953,32216,OFF-PA-10002250,Things To Do Today Pad,South,Consumer,Florida,Paper,20.00%,$8 ,5,$23 
Office Supplies,Tallahassee,United States,LB-16735,Larry Blacks,11/12/2021,CA-2021-154088,32303,OFF-PA-10003651,Xerox 1968,South,Consumer,Florida,Paper,20.00%,$9 ,5,$27 
Office Supplies,Columbia,United States,TS-21505,Tony Sayre,12/20/2018,CA-2018-134551,38401,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),South,Consumer,Tennessee,Paper,20.00%,$9 ,5,$26 
Office Supplies,Lebanon,United States,AB-10165,Alan Barnes,9/15/2021,CA-2021-145737,37087,OFF-PA-10001033,Xerox 1893,South,Consumer,Tennessee,Paper,20.00%,$59 ,5,$164 
Office Supplies,Charlotte,United States,DB-13615,Doug Bickford,10/8/2020,CA-2020-135636,28205,OFF-ST-10000676,Fellowes Econo/Stor Drawers,South,Consumer,North Carolina,Storage,20.00%,($68),5,$388 
Office Supplies,Charlotte,United States,RH-19555,Ritsa Hightower,7/29/2020,CA-2020-164574,28205,OFF-ST-10003816,Fellowes High-Stak Drawer Files,South,Consumer,North Carolina,Storage,20.00%,$26 ,5,$705 
Office Supplies,Memphis,United States,JO-15280,Jas O'Carroll,9/29/2021,CA-2021-118402,38109,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,South,Consumer,Tennessee,Storage,20.00%,($55),5,$244 
Office Supplies,Clarksville,United States,KW-16570,Kelly Williams,9/30/2018,CA-2018-140886,37042,OFF-AP-10000696,Holmes Odor Grabber,South,Consumer,Tennessee,Appliances,20.00%,$11 ,6,$69 
Office Supplies,Memphis,United States,MC-17275,Marc Crier,11/22/2019,CA-2019-168459,38109,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",South,Consumer,Tennessee,Fasteners,20.00%,$19 ,6,$55 
Office Supplies,Jacksonville,United States,JD-15790,John Dryer,10/10/2019,CA-2019-134719,32216,OFF-ST-10004459,Tennsco Single-Tier Lockers,South,Consumer,Florida,Storage,20.00%,($338),6,"$1,802 "
Office Supplies,Charlotte,United States,JL-15835,John Lee,9/19/2018,CA-2018-127299,28205,OFF-ST-10003722,Project Tote Personal File,South,Consumer,North Carolina,Storage,20.00%,$8 ,6,$67 
Office Supplies,Lebanon,United States,AA-10375,Allen Armold,11/13/2019,CA-2019-114503,37087,OFF-ST-10003572,Portfile Personal File Boxes,South,Consumer,Tennessee,Storage,20.00%,$6 ,6,$85 
Office Supplies,Pembroke Pines,United States,NR-18550,Nick Radford,6/3/2021,CA-2021-140872,33024,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",South,Consumer,Florida,Appliances,20.00%,$2 ,7,$24 
Office Supplies,Columbia,United States,TS-21505,Tony Sayre,12/20/2018,CA-2018-134551,38401,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,South,Consumer,Tennessee,Appliances,20.00%,$4 ,7,$44 
Office Supplies,Memphis,United States,DC-12850,Dan Campbell,8/13/2021,CA-2021-128363,38109,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,South,Consumer,Tennessee,Appliances,20.00%,$31 ,7,$272 
Office Supplies,Hendersonville,United States,DK-12985,Darren Koutras,12/23/2021,CA-2021-140627,37075,OFF-AR-10000422,Pencil and Crayon Sharpener,South,Consumer,Tennessee,Art,20.00%,$1 ,7,$12 
Office Supplies,Jackson,United States,JL-15130,Jack Lebron,12/22/2021,CA-2021-150910,38301,OFF-AR-10001419,Newell 325,South,Consumer,Tennessee,Art,20.00%,$3 ,7,$23 
Office Supplies,Charlotte,United States,CK-12595,Clytie Kelty,11/17/2021,CA-2021-100902,28205,OFF-PA-10002558,Xerox 1938,South,Consumer,North Carolina,Paper,20.00%,$94 ,7,$268 
Office Supplies,Johnson City,United States,BH-11710,Brosina Hoffman,1/14/2021,CA-2021-127306,37604,OFF-PA-10000019,Xerox 1931,South,Consumer,Tennessee,Paper,20.00%,$13 ,7,$36 
Office Supplies,Nashville,United States,PK-19075,Pete Kriz,4/16/2020,CA-2020-166282,37211,OFF-PA-10003022,Standard Line “While You Were Out” Hardbound Telephone Message Book,South,Consumer,Tennessee,Paper,20.00%,$40 ,7,$123 
Office Supplies,Thomasville,United States,CS-12505,Cindy Stewart,11/13/2020,CA-2020-121958,27360,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,South,Consumer,North Carolina,Supplies,20.00%,$6 ,7,$52 
Office Supplies,Miami,United States,SC-20575,Sonia Cooley,10/9/2019,CA-2019-162761,33178,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,South,Consumer,Florida,Art,20.00%,$7 ,8,$37 
Office Supplies,Burlington,United States,HM-14980,Henry MacAllister,4/11/2021,CA-2021-130904,27217,OFF-AR-10000127,Newell 321,South,Consumer,North Carolina,Art,20.00%,$2 ,8,$21 
Office Supplies,Bartlett,United States,AH-10465,Amy Hunt,1/17/2019,CA-2019-151547,38134,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",South,Consumer,Tennessee,Supplies,20.00%,$10 ,8,$89 
Office Supplies,Charlotte,United States,JE-15715,Joe Elijah,9/2/2020,CA-2020-106950,28205,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,South,Consumer,North Carolina,Appliances,20.00%,$35 ,9,$309 
Office Supplies,Nashville,United States,AT-10735,Annie Thurman,11/3/2018,CA-2018-146731,37211,OFF-PA-10001019,Xerox 1884,South,Consumer,Tennessee,Paper,20.00%,$49 ,9,$144 
Office Supplies,Jacksonville,United States,JW-16075,Julia West,3/21/2019,CA-2019-120621,28540,OFF-PA-10002254,Xerox 1883,South,Consumer,North Carolina,Paper,20.00%,$96 ,14,$295 
Office Supplies,Jacksonville,United States,SV-20785,Stewart Visinsky,6/6/2018,CA-2018-169257,32216,OFF-BI-10002557,Presstex Flexible Ring Binders,South,Consumer,Florida,Binders,70.00%,($1),1,$1 
Office Supplies,Miami,United States,DL-12865,Dan Lawera,9/21/2021,US-2021-146878,33142,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",South,Consumer,Florida,Binders,70.00%,($9),1,$12 
Office Supplies,Jacksonville,United States,GH-14425,Gary Hwang,12/11/2019,US-2019-120572,32216,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,South,Consumer,Florida,Binders,70.00%,($9),2,$13 
Office Supplies,Miami,United States,SC-20575,Sonia Cooley,10/9/2019,CA-2019-162761,33178,OFF-BI-10002498,Clear Mylar Reinforcing Strips,South,Consumer,Florida,Binders,70.00%,($9),2,$11 
Office Supplies,Miami,United States,SC-20575,Sonia Cooley,10/9/2019,CA-2019-162761,33178,OFF-BI-10000145,Zipper Ring Binder Pockets,South,Consumer,Florida,Binders,70.00%,($1),2,$2 
Office Supplies,Orlando,United States,DK-13090,Dave Kipp,11/3/2021,CA-2021-100622,32839,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,South,Consumer,Florida,Binders,70.00%,($3),2,$4 
Office Supplies,Pembroke Pines,United States,SC-20380,Shahid Collister,2/3/2021,CA-2021-126354,33024,OFF-BI-10000301,GBC Instant Report Kit,South,Consumer,Florida,Binders,70.00%,($3),2,$4 
Office Supplies,Port Saint Lucie,United States,DB-13210,Dean Braden,5/20/2020,CA-2020-108567,34952,OFF-BI-10004140,Avery Non-Stick Binders,South,Consumer,Florida,Binders,70.00%,($2),2,$3 
Office Supplies,Saint Petersburg,United States,EB-13930,Eric Barreto,2/2/2018,CA-2018-123400,33710,OFF-BI-10000666,Surelock Post Binders,South,Consumer,Florida,Binders,70.00%,($12),2,$18 
Office Supplies,Thomasville,United States,KB-16315,Karl Braun,9/6/2020,CA-2020-133123,27360,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,South,Consumer,North Carolina,Binders,70.00%,($2),2,$3 
Office Supplies,Chattanooga,United States,CA-12265,Christina Anderson,11/4/2021,CA-2021-102610,37421,OFF-BI-10004364,Storex Dura Pro Binders,South,Consumer,Tennessee,Binders,70.00%,($3),2,$4 
Office Supplies,Johnson City,United States,BH-11710,Brosina Hoffman,1/14/2021,CA-2021-127306,37604,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,South,Consumer,Tennessee,Binders,70.00%,($2),2,$3 
Office Supplies,Memphis,United States,MC-17275,Marc Crier,11/22/2019,CA-2019-168459,38109,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",South,Consumer,Tennessee,Binders,70.00%,($2),2,$3 
Office Supplies,Miami,United States,MJ-17740,Max Jones,6/9/2019,CA-2019-101868,33178,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",South,Consumer,Florida,Binders,70.00%,($27),3,$39 
Office Supplies,Ormond Beach,United States,TS-21085,Thais Sissman,1/7/2021,US-2021-168690,32174,OFF-BI-10000145,Zipper Ring Binder Pockets,South,Consumer,Florida,Binders,70.00%,($2),3,$3 
Office Supplies,Pembroke Pines,United States,NR-18550,Nick Radford,6/3/2021,CA-2021-140872,33024,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,South,Consumer,Florida,Binders,70.00%,($3),3,$5 
Office Supplies,Tallahassee,United States,RH-19555,Ritsa Hightower,12/4/2019,CA-2019-110247,32303,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,South,Consumer,Florida,Binders,70.00%,($6),3,$8 
Office Supplies,Charlotte,United States,RH-19555,Ritsa Hightower,7/29/2020,CA-2020-164574,28205,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",South,Consumer,North Carolina,Binders,70.00%,($20),3,$27 
Office Supplies,Jacksonville,United States,JW-16075,Julia West,3/21/2019,CA-2019-120621,28540,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",South,Consumer,North Carolina,Binders,70.00%,($10),3,$13 
Office Supplies,Nashville,United States,RB-19360,Raymond Buch,5/29/2020,CA-2020-156573,37211,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,South,Consumer,Tennessee,Binders,70.00%,($9),3,$11 
Office Supplies,Miami,United States,SS-20875,Sung Shariari,11/20/2019,CA-2019-163965,33180,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,South,Consumer,Florida,Binders,70.00%,($50),4,$63 
Office Supplies,Greensboro,United States,CC-12685,Craig Carroll,3/22/2018,US-2018-158057,27405,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",South,Consumer,North Carolina,Binders,70.00%,($6),4,$8 
Office Supplies,Hickory,United States,ZC-21910,Zuschuss Carroll,6/11/2021,CA-2021-133928,28601,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",South,Consumer,North Carolina,Binders,70.00%,($4),4,$5 
Office Supplies,Jacksonville,United States,AM-10705,Anne McFarland,9/13/2019,CA-2019-138457,28540,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,South,Consumer,North Carolina,Binders,70.00%,($10),4,$13 
Office Supplies,Wilson,United States,SG-20470,Sheri Gordon,5/20/2019,CA-2019-153535,27893,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,South,Consumer,North Carolina,Binders,70.00%,($5),4,$6 
Office Supplies,Miami,United States,MJ-17740,Max Jones,6/9/2019,CA-2019-101868,33178,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",South,Consumer,Florida,Binders,70.00%,($43),5,$64 
Office Supplies,Miami,United States,SS-20875,Sung Shariari,11/20/2019,CA-2019-163965,33180,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,South,Consumer,Florida,Binders,70.00%,($6),5,$7 
Office Supplies,Tampa,United States,EP-13915,Emily Phan,10/28/2020,CA-2020-140641,33614,OFF-BI-10001191,Canvas Sectional Post Binders,South,Consumer,Florida,Binders,70.00%,($27),5,$38 
Office Supplies,Charlotte,United States,JE-15715,Joe Elijah,9/2/2020,CA-2020-106950,28205,OFF-BI-10003166,GBC Plasticlear Binding Covers,South,Consumer,North Carolina,Binders,70.00%,($13),5,$17 
Office Supplies,Greensboro,United States,CC-12685,Craig Carroll,3/22/2018,US-2018-158057,27405,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,South,Consumer,North Carolina,Binders,70.00%,($39),5,$51 
Office Supplies,Jacksonville,United States,JG-15115,Jack Garza,12/3/2019,CA-2019-123092,28540,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,South,Consumer,North Carolina,Binders,70.00%,($74),5,$96 
Office Supplies,Johnson City,United States,BH-11710,Brosina Hoffman,1/14/2021,CA-2021-127306,37604,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,South,Consumer,Tennessee,Binders,70.00%,($5),5,$6 
Office Supplies,Miami,United States,FM-14380,Fred McMath,11/13/2019,CA-2019-136147,33178,OFF-BI-10004224,Catalog Binders with Expanding Posts,South,Consumer,Florida,Binders,70.00%,($101),6,$121 
Office Supplies,Fayetteville,United States,MC-17575,Matt Collins,12/3/2021,US-2021-149510,28314,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",South,Consumer,North Carolina,Binders,70.00%,($21),6,$29 
Office Supplies,Memphis,United States,DC-12850,Dan Campbell,8/13/2021,CA-2021-128363,38109,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,South,Consumer,Tennessee,Binders,70.00%,"($1,238)",6,"$1,615 "
Office Supplies,Nashville,United States,BG-11035,Barry Gonzalez,9/20/2019,CA-2019-141565,37211,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,South,Consumer,Tennessee,Binders,70.00%,($913),6,"$1,370 "
Office Supplies,Charlotte,United States,JE-15715,Joe Elijah,9/2/2020,CA-2020-106950,28205,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,South,Consumer,North Carolina,Binders,70.00%,($18),7,$23 
Office Supplies,Jacksonville,United States,SH-20395,Shahid Hopkins,11/3/2018,CA-2018-165764,28540,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,South,Consumer,North Carolina,Binders,70.00%,($10),7,$14 
Office Supplies,Raleigh,United States,VS-21820,Vivek Sundaresam,1/8/2020,US-2020-137295,27604,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",South,Consumer,North Carolina,Binders,70.00%,($25),7,$31 
Office Supplies,Pembroke Pines,United States,AC-10450,Amy Cox,9/22/2020,CA-2020-116232,33024,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,South,Consumer,Florida,Binders,70.00%,($6),9,$8 
Office Supplies,Los Angeles,United States,GA-14725,Guy Armstrong,11/11/2021,CA-2021-110842,90036,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,West,Consumer,California,Appliances,0.00%,$3 ,1,$11 
Office Supplies,Mission Viejo,United States,VM-21835,Vivian Mathis,5/12/2020,US-2020-123610,92691,OFF-AP-10002222,Staple holder,West,Consumer,California,Appliances,0.00%,$2 ,1,$9 
Office Supplies,Los Angeles,United States,SC-20800,Stuart Calhoun,6/15/2021,CA-2021-135167,90036,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",West,Consumer,California,Art,0.00%,$2 ,1,$4 
Office Supplies,Seattle,United States,GM-14680,Greg Matthias,8/11/2018,CA-2018-127012,98105,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,West,Consumer,Washington,Art,0.00%,$11 ,1,$41 
Office Supplies,Redondo Beach,United States,AS-10240,Alan Shonely,10/11/2018,CA-2018-128538,90278,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Consumer,California,Envelopes,0.00%,$4 ,1,$8 
Office Supplies,Seattle,United States,GT-14710,Greg Tran,12/6/2020,US-2020-169040,98105,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,West,Consumer,Washington,Envelopes,0.00%,$16 ,1,$36 
