City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Ship Date,Ship Mode
Bedford,United States,SF-20965,Sylvia Foulston,8/11/2021,CA-2021-139311,76021,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",8/13/2021,First Class
Chicago,United States,NS-18640,Noel Staavos,7/9/2021,CA-2021-115651,60610,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,7/12/2021,First Class
Quincy,United States,CP-12085,Cathy Prescott,8/29/2021,CA-2021-144064,62301,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,9/1/2021,First Class
Cranston,United States,AH-10075,Adam Hart,10/23/2021,CA-2021-125451,2920,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,10/24/2021,First Class
New York City,United States,DH-13075,Dave Hallsten,3/20/2019,CA-2019-159534,10035,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",3/23/2019,First Class
Norwich,United States,CP-12085,Cathy Prescott,3/30/2020,CA-2020-128258,6360,OFF-PA-10004156,Xerox 188,4/1/2020,First Class
Cranston,United States,BP-11050,Barry Pond,10/8/2021,CA-2021-151596,2920,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",10/11/2021,First Class
Bristol,United States,JB-15400,Jennifer Braxton,9/3/2019,CA-2019-121608,6010,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",9/5/2019,First Class
Baltimore,United States,AJ-10780,Anthony Jacobs,5/14/2021,US-2021-133361,21215,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",5/17/2021,First Class
Lawrence,United States,AR-10345,Alex Russell,9/10/2021,CA-2021-126438,1841,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",9/13/2021,First Class
New York City,United States,KC-16255,Karen Carlisle,7/18/2019,CA-2019-159590,10009,OFF-AR-10003190,Newell 32,7/21/2019,First Class
New York City,United States,KD-16495,Keith Dawkins,12/16/2020,US-2020-104794,10009,OFF-FA-10001754,Stockwell Gold Paper Clips,12/19/2020,First Class
Lakewood,United States,ES-14080,Erin Smith,4/7/2020,CA-2020-154998,8701,OFF-PA-10004243,Xerox 1939,4/9/2020,First Class
New York City,United States,AH-10690,Anna Häberlin,8/6/2020,CA-2020-158869,10024,OFF-PA-10000474,Easy-staple paper,8/7/2020,First Class
Warwick,United States,CP-12340,Christine Phan,5/21/2020,CA-2020-127642,2886,OFF-PA-10000565,Easy-staple paper,5/23/2020,First Class
New York City,United States,LW-16825,Laurel Workman,5/30/2018,CA-2018-103429,10024,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,6/1/2018,First Class
Lakewood,United States,VG-21805,Vivek Grady,3/19/2021,CA-2021-166499,8701,OFF-AR-10002467,Dixon Ticonderoga Pencils,3/20/2021,First Class
Plainfield,United States,TB-21355,Todd Boyes,1/25/2020,CA-2020-153346,7060,OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",1/27/2020,First Class
Woonsocket,United States,DJ-13510,Don Jones,9/12/2021,CA-2021-108749,2895,OFF-BI-10003707,Aluminum Screw Posts,9/15/2021,First Class
Hempstead,United States,FH-14365,Fred Hopkins,9/29/2021,CA-2021-126676,11550,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,10/1/2021,First Class
New York City,United States,HR-14830,Harold Ryan,3/24/2021,CA-2021-166184,10035,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",3/27/2021,First Class
Paterson,United States,NB-18655,Nona Balk,12/11/2021,US-2021-125213,7501,OFF-FA-10001561,Stockwell Push Pins,12/13/2021,First Class
New York City,United States,AH-10030,Aaron Hawkins,12/31/2018,CA-2018-157644,10035,OFF-LA-10003148,Avery 51,1/1/2019,First Class
New York City,United States,BP-11095,Bart Pistole,11/7/2018,CA-2018-146990,10024,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,11/8/2018,First Class
New York City,United States,KE-16420,Katrina Edelman,7/16/2019,US-2019-166520,10035,OFF-PA-10000501,Petty Cash Envelope,7/19/2019,First Class
New York City,United States,MH-17785,Maya Herman,11/15/2019,CA-2019-138954,10035,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,11/17/2019,First Class
Milford,United States,DR-12880,Dan Reichenbach,6/29/2021,CA-2021-143574,6460,OFF-SU-10002537,Acme Box Cutter Scissors,7/2/2021,First Class
New York City,United States,BP-11095,Bart Pistole,11/7/2018,CA-2018-146990,10024,OFF-FA-10000611,Binder Clips by OIC,11/8/2018,First Class
New York City,United States,LW-16825,Laurel Workman,5/30/2018,CA-2018-103429,10024,OFF-PA-10001712,Xerox 1948,6/1/2018,First Class
New York City,United States,DH-13075,Dave Hallsten,3/20/2019,CA-2019-159534,10035,OFF-ST-10001172,"Tennsco Lockers, Sand",3/23/2019,First Class
Baltimore,United States,AJ-10780,Anthony Jacobs,5/14/2021,US-2021-133361,21215,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",5/17/2021,First Class
Baltimore,United States,AJ-10780,Anthony Jacobs,5/14/2021,US-2021-133361,21215,OFF-AR-10003045,Prang Colored Pencils,5/17/2021,First Class
New York City,United States,SG-20890,Susan Gilcrest,3/30/2018,US-2018-105151,10009,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",3/31/2018,First Class
Baltimore,United States,AJ-10780,Anthony Jacobs,5/14/2021,US-2021-133361,21215,OFF-LA-10004544,Avery 505,5/17/2021,First Class
Plainfield,United States,TB-21355,Todd Boyes,1/25/2020,CA-2020-153346,7060,OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",1/27/2020,First Class
New York City,United States,MH-17785,Maya Herman,11/15/2019,CA-2019-138954,10035,OFF-AR-10001955,Newell 319,11/17/2019,First Class
Wilmington,United States,TS-21370,Todd Sumrall,7/11/2019,CA-2019-136469,19805,OFF-BI-10004492,Tuf-Vin Binders,7/12/2019,First Class
Middletown,United States,FM-14215,Filia McAdams,9/3/2020,CA-2020-132143,6457,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",9/5/2020,First Class
Woonsocket,United States,DJ-13510,Don Jones,9/12/2021,CA-2021-108749,2895,OFF-PA-10003797,Xerox 209,9/15/2021,First Class
Cranston,United States,AH-10075,Adam Hart,10/23/2021,CA-2021-125451,2920,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",10/24/2021,First Class
Baltimore,United States,NS-18640,Noel Staavos,8/7/2019,US-2019-117492,21215,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",8/9/2019,First Class
New York City,United States,RF-19345,Randy Ferguson,9/16/2018,CA-2018-141152,10024,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",9/19/2018,First Class
Columbus,United States,GG-14650,Greg Guthrie,4/23/2021,CA-2021-157112,43229,OFF-PA-10001804,Xerox 195,4/26/2021,First Class
Philadelphia,United States,CV-12805,Cynthia Voltz,4/20/2021,CA-2021-151484,19120,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,4/23/2021,First Class
Philadelphia,United States,KC-16255,Karen Carlisle,6/2/2020,US-2020-128293,19120,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,6/5/2020,First Class
Philadelphia,United States,DK-12835,Damala Kotsonis,4/24/2021,CA-2021-149489,19143,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",4/27/2021,First Class
New York City,United States,LW-16825,Laurel Workman,5/30/2018,CA-2018-103429,10024,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",6/1/2018,First Class
Philadelphia,United States,DG-13300,Deirdre Greer,7/3/2019,US-2019-153500,19134,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",7/5/2019,First Class
Philadelphia,United States,HR-14830,Harold Ryan,12/22/2019,CA-2019-157287,19140,OFF-ST-10001172,"Tennsco Lockers, Sand",12/23/2019,First Class
Chester,United States,AH-10075,Adam Hart,9/25/2021,CA-2021-112004,19013,OFF-SU-10000157,Compact Automatic Electric Letter Opener,9/28/2021,First Class
New York City,United States,DH-13075,Dave Hallsten,3/20/2019,CA-2019-159534,10035,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,3/23/2019,First Class
Oceanside,United States,JP-15460,Jennifer Patt,8/24/2018,CA-2018-107916,11572,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",8/26/2018,First Class
Akron,United States,KH-16630,Ken Heidel,9/10/2021,CA-2021-147403,44312,OFF-PA-10003302,Xerox 1906,9/13/2021,First Class
Philadelphia,United States,CV-12805,Cynthia Voltz,4/20/2021,CA-2021-151484,19120,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",4/23/2021,First Class
Springfield,United States,SC-20695,Steve Chapman,12/11/2020,US-2020-151260,45503,OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,12/14/2020,First Class
Philadelphia,United States,NB-18655,Nona Balk,12/5/2018,CA-2018-125542,19134,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,12/7/2018,First Class
Philadelphia,United States,CJ-11875,Carl Jackson,12/30/2020,CA-2020-163951,19140,OFF-AR-10004269,Newell 31,1/2/2021,First Class
Watertown,United States,EH-13765,Edward Hooks,8/17/2021,US-2021-111423,13601,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,8/19/2021,First Class
Columbus,United States,VP-21760,Victoria Pisteka,5/29/2019,CA-2019-111339,43229,OFF-FA-10002988,Ideal Clamps,5/31/2019,First Class
Altoona,United States,BT-11395,Bill Tyler,2/27/2019,CA-2019-111325,16602,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2/28/2019,First Class
New York City,United States,DP-13105,Dave Poirier,8/22/2019,CA-2019-132080,10035,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",8/25/2019,First Class
New York City,United States,MH-17785,Maya Herman,11/15/2019,CA-2019-138954,10035,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,11/17/2019,First Class
Philadelphia,United States,NB-18655,Nona Balk,12/5/2018,CA-2018-125542,19134,OFF-EN-10000056,Cameo Buff Policy Envelopes,12/7/2018,First Class
Philadelphia,United States,BF-10975,Barbara Fisher,9/30/2021,US-2021-120908,19120,OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,10/2/2021,First Class
New York City,United States,DH-13075,Dave Hallsten,3/20/2019,CA-2019-159534,10035,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,3/23/2019,First Class
Mason,United States,EA-14035,Erin Ashbrook,11/1/2018,CA-2018-114195,45040,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,11/3/2018,First Class
Philadelphia,United States,DK-12835,Damala Kotsonis,4/24/2021,CA-2021-149489,19143,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,4/27/2021,First Class
Philadelphia,United States,DK-12835,Damala Kotsonis,4/24/2021,CA-2021-149489,19143,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,4/27/2021,First Class
Mason,United States,EA-14035,Erin Ashbrook,11/1/2018,CA-2018-114195,45040,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,11/3/2018,First Class
Altoona,United States,BT-11395,Bill Tyler,2/27/2019,CA-2019-111325,16602,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2/28/2019,First Class
Philadelphia,United States,TS-21160,Theresa Swint,4/23/2018,US-2018-112564,19134,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,4/24/2018,First Class
Columbus,United States,GG-14650,Greg Guthrie,4/23/2021,CA-2021-157112,43229,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,4/26/2021,First Class
Chester,United States,AH-10075,Adam Hart,9/25/2021,CA-2021-112004,19013,OFF-BI-10003476,Avery Metallic Poly Binders,9/28/2021,First Class
Cincinnati,United States,EB-13750,Edward Becker,8/28/2020,CA-2020-137652,45231,OFF-BI-10004099,GBC VeloBinder Strips,8/30/2020,First Class
Springfield,United States,SB-20290,Sean Braxton,11/13/2021,US-2021-165344,45503,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,11/15/2021,First Class
Arlington,United States,GD-14590,Giulietta Dortch,5/5/2018,CA-2018-111934,22204,OFF-PA-10000474,Easy-staple paper,5/7/2018,First Class
Sandy Springs,United States,TB-21355,Todd Boyes,5/18/2021,CA-2021-159464,30328,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",5/19/2021,First Class
Arlington,United States,GD-14590,Giulietta Dortch,5/5/2018,CA-2018-111934,22204,OFF-BI-10004364,Storex Dura Pro Binders,5/7/2018,First Class
Springfield,United States,PJ-18835,Patrick Jones,11/14/2019,CA-2019-154746,22153,OFF-EN-10001532,Brown Kraft Recycled Envelopes,11/17/2019,First Class
Atlanta,United States,RB-19645,Robert Barroso,11/22/2018,CA-2018-125682,30318,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),11/25/2018,First Class
Richmond,United States,PW-19030,Pauline Webber,8/5/2021,CA-2021-117695,40475,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",8/8/2021,First Class
Suffolk,United States,RS-19420,Ricardo Sperren,7/15/2021,US-2021-128951,23434,OFF-PA-10003177,Xerox 1999,7/17/2021,First Class
Arlington,United States,AS-10045,Aaron Smayling,3/28/2020,CA-2020-162901,22204,OFF-ST-10000649,Hanging Personal Folder File,3/31/2020,First Class
Louisville,United States,KC-16675,Kimberly Carter,5/26/2021,CA-2021-123687,40214,OFF-SU-10004498,Martin-Yale Premier Letter Opener,5/29/2021,First Class
Louisville,United States,KC-16675,Kimberly Carter,5/26/2021,CA-2021-123687,40214,OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,5/29/2021,First Class
Springfield,United States,PJ-18835,Patrick Jones,11/14/2019,CA-2019-154746,22153,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,11/17/2019,First Class
Suffolk,United States,RS-19420,Ricardo Sperren,7/15/2021,US-2021-128951,23434,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,7/17/2021,First Class
Athens,United States,JO-15145,Jack O'Briant,1/6/2018,CA-2018-106054,30605,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1/7/2018,First Class
Mobile,United States,MC-17425,Mark Cousins,11/26/2020,CA-2020-133711,36608,OFF-BI-10000666,Surelock Post Binders,11/29/2020,First Class
Suffolk,United States,LO-17170,Lori Olson,2/6/2019,CA-2019-104038,23434,OFF-ST-10002554,Tennsco Industrial Shelving,2/8/2019,First Class
Chesapeake,United States,ND-18460,Neil Ducich,2/6/2018,CA-2018-131905,23320,OFF-LA-10002787,Avery 480,2/9/2018,First Class
Hoover,United States,EB-13750,Edward Becker,4/16/2021,CA-2021-122707,35244,OFF-SU-10000157,Compact Automatic Electric Letter Opener,4/18/2021,First Class
Mobile,United States,MC-17425,Mark Cousins,11/26/2020,CA-2020-133711,36608,OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,11/29/2020,First Class
Suffolk,United States,LO-17170,Lori Olson,2/6/2019,CA-2019-104038,23434,OFF-PA-10002751,Xerox 1920,2/8/2019,First Class
Arlington,United States,CK-12760,Cyma Kinney,2/1/2020,US-2020-140809,22204,OFF-ST-10002214,X-Rack File for Hanging Folders,2/3/2020,First Class
Sandy Springs,United States,TB-21355,Todd Boyes,5/18/2021,CA-2021-159464,30328,OFF-BI-10000315,Poly Designer Cover & Back,5/19/2021,First Class
Mobile,United States,MC-17425,Mark Cousins,11/26/2020,CA-2020-133711,36608,OFF-PA-10001685,Easy-staple paper,11/29/2020,First Class
Monroe,United States,CY-12745,Craig Yedwab,9/3/2020,US-2020-101616,71203,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,9/6/2020,First Class
Tampa,United States,SP-20620,Stefania Perrino,8/27/2021,US-2021-162208,33614,OFF-EN-10004030,Convenience Packs of Business Envelopes,8/30/2021,First Class
Miami,United States,SV-20815,Stuart Van,8/26/2020,CA-2020-160598,33142,OFF-PA-10002319,Xerox 1944,8/28/2020,First Class
Lakeland,United States,JE-15610,Jim Epp,6/11/2019,CA-2019-121720,33801,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",6/12/2019,First Class
Jacksonville,United States,KL-16555,Kelly Lampkin,11/6/2020,US-2020-153815,32216,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",11/9/2020,First Class
Jacksonville,United States,KL-16555,Kelly Lampkin,11/6/2020,US-2020-153815,32216,OFF-PA-10002421,Embossed Ink Jet Note Cards,11/9/2020,First Class
Raleigh,United States,FA-14230,Frank Atkinson,7/2/2019,CA-2019-140718,27604,OFF-PA-10002250,Things To Do Today Pad,7/4/2019,First Class
Lakeland,United States,JE-15610,Jim Epp,6/11/2019,CA-2019-121720,33801,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,6/12/2019,First Class
Burlington,United States,YS-21880,Yana Sorensen,7/3/2021,CA-2021-124828,27217,OFF-AR-10003514,4009 Highlighters by Sanford,7/4/2021,First Class
Jacksonville,United States,MC-17605,Matt Connell,5/9/2021,CA-2021-134810,28540,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",5/10/2021,First Class
Raleigh,United States,DB-13555,Dorothy Badders,9/14/2021,CA-2021-115882,27604,OFF-PA-10001125,Xerox 1988,9/17/2021,First Class
Murfreesboro,United States,PJ-18835,Patrick Jones,5/5/2020,CA-2020-112676,37130,OFF-PA-10003971,Xerox 1965,5/8/2020,First Class
Lakeland,United States,MC-17605,Matt Connell,3/19/2018,CA-2018-103989,33801,OFF-ST-10000918,Crate-A-Files,3/21/2018,First Class
Knoxville,United States,FH-14365,Fred Hopkins,10/20/2018,CA-2018-169684,37918,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",10/23/2018,First Class
Raleigh,United States,DB-13555,Dorothy Badders,9/14/2021,CA-2021-115882,27604,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,9/17/2021,First Class
Lakeland,United States,MC-17605,Matt Connell,3/19/2018,CA-2018-103989,33801,OFF-LA-10000443,Avery 501,3/21/2018,First Class
Smyrna,United States,BV-11245,Benjamin Venier,6/18/2019,CA-2019-156734,37167,OFF-PA-10001937,Xerox 21,6/20/2019,First Class
Lakeland,United States,JE-15610,Jim Epp,6/11/2019,CA-2019-121720,33801,OFF-ST-10003816,Fellowes High-Stak Drawer Files,6/12/2019,First Class
Greensboro,United States,GK-14620,Grace Kelly,8/13/2019,CA-2019-133396,27405,OFF-AR-10001446,Newell 309,8/15/2019,First Class
Lakeland,United States,JE-15610,Jim Epp,6/11/2019,CA-2019-121720,33801,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,6/12/2019,First Class
Raleigh,United States,FA-14230,Frank Atkinson,7/2/2019,CA-2019-140718,27604,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7/4/2019,First Class
Miami,United States,BP-11095,Bart Pistole,4/15/2021,CA-2021-161851,33180,OFF-BI-10004654,VariCap6 Expandable Binder,4/17/2021,First Class
Smyrna,United States,BV-11245,Benjamin Venier,6/18/2019,CA-2019-156734,37167,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,6/20/2019,First Class
Lakeland,United States,JE-15610,Jim Epp,6/11/2019,CA-2019-121720,33801,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,6/12/2019,First Class
Lakeland,United States,MC-17605,Matt Connell,3/19/2018,CA-2018-103989,33801,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",3/21/2018,First Class
Palm Coast,United States,DM-13525,Don Miller,7/5/2018,CA-2018-103317,32137,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,7/8/2018,First Class
Jacksonville,United States,AS-10045,Aaron Smayling,1/2/2021,CA-2021-113481,28540,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",1/4/2021,First Class
Jacksonville,United States,AS-10045,Aaron Smayling,1/2/2021,CA-2021-113481,28540,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,1/4/2021,First Class
Seattle,United States,CS-11845,Cari Sayre,9/30/2021,CA-2021-147452,98103,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",10/3/2021,First Class
Seattle,United States,MZ-17515,Mary Zewe,11/11/2018,CA-2018-128524,98115,OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,11/13/2018,First Class
Seattle,United States,RW-19630,Rob Williams,4/13/2021,CA-2021-155460,98105,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),4/15/2021,First Class
Los Angeles,United States,BM-11575,Brendan Murry,9/21/2021,CA-2021-165155,90045,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",9/23/2021,First Class
San Francisco,United States,HG-14965,Henry Goldwyn,9/28/2019,CA-2019-169201,94110,OFF-AP-10002082,Holmes HEPA Air Purifier,10/1/2019,First Class
San Francisco,United States,RW-19630,Rob Williams,7/30/2020,CA-2020-112585,94122,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,8/2/2020,First Class
San Diego,United States,DV-13045,Darrin Van Huff,9/23/2020,CA-2020-106656,92037,OFF-EN-10001509,Poly String Tie Envelopes,9/26/2020,First Class
Los Angeles,United States,BP-11095,Bart Pistole,12/19/2018,CA-2018-162992,90008,OFF-LA-10001934,Avery 516,12/21/2018,First Class
Anaheim,United States,KD-16615,Ken Dana,9/13/2019,US-2019-129007,92804,OFF-PA-10000994,Xerox 1915,9/15/2019,First Class
Fairfield,United States,DH-13075,Dave Hallsten,3/28/2021,US-2021-147886,94533,OFF-PA-10000232,Xerox 1975,3/31/2021,First Class
Los Angeles,United States,CS-12250,Chris Selesnick,12/4/2021,CA-2021-153227,90032,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",12/6/2021,First Class
Riverside,United States,JD-15895,Jonathan Doherty,7/20/2018,CA-2018-127866,92503,OFF-PA-10003971,Xerox 1965,7/23/2018,First Class
San Francisco,United States,VW-21775,Victoria Wilson,12/2/2021,CA-2021-116715,94122,OFF-PA-10004475,Xerox 1940,12/5/2021,First Class
San Francisco,United States,VW-21775,Victoria Wilson,12/2/2021,CA-2021-116715,94122,OFF-PA-10003893,Xerox 1962,12/5/2021,First Class
Seattle,United States,CS-11845,Cari Sayre,9/30/2021,CA-2021-147452,98103,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",10/3/2021,First Class
Seattle,United States,FH-14365,Fred Hopkins,3/19/2019,CA-2019-111829,98115,OFF-PA-10004359,Multicolor Computer Printout Paper,3/20/2019,First Class
Los Angeles,United States,TS-21370,Todd Sumrall,10/28/2018,CA-2018-101931,90049,OFF-SU-10000646,Premier Automatic Letter Opener,10/31/2018,First Class
Los Angeles,United States,TS-21370,Todd Sumrall,10/28/2018,CA-2018-101931,90049,OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,10/31/2018,First Class
San Francisco,United States,TS-21205,Thomas Seio,11/17/2018,CA-2018-140662,94109,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,11/19/2018,First Class
San Francisco,United States,HG-14965,Henry Goldwyn,9/28/2019,CA-2019-169201,94110,OFF-AP-10000696,Holmes Odor Grabber,10/1/2019,First Class
San Diego,United States,DV-13045,Darrin Van Huff,9/23/2020,CA-2020-106656,92037,OFF-LA-10003148,Avery 51,9/26/2020,First Class
San Diego,United States,JG-15805,John Grady,11/16/2019,CA-2019-120446,92105,OFF-LA-10003148,Avery 51,11/18/2019,First Class
Santa Barbara,United States,KN-16390,Katherine Nockton,10/10/2019,CA-2019-132388,93101,OFF-LA-10000414,Avery 503,10/12/2019,First Class
Antioch,United States,GG-14650,Greg Guthrie,12/6/2020,US-2020-114776,94509,OFF-PA-10004100,Xerox 216,12/7/2020,First Class
Fairfield,United States,DH-13075,Dave Hallsten,3/28/2021,US-2021-147886,94533,OFF-PA-10000743,Xerox 1977,3/31/2021,First Class
Seattle,United States,CS-11845,Cari Sayre,9/30/2021,CA-2021-147452,98103,OFF-PA-10004039,Xerox 1882,10/3/2021,First Class
Los Angeles,United States,JD-16150,Justin Deggeller,11/16/2018,CA-2018-119144,90008,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,11/18/2018,First Class
Riverside,United States,JD-15895,Jonathan Doherty,7/20/2018,CA-2018-127866,92503,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",7/23/2018,First Class
Seattle,United States,FH-14365,Fred Hopkins,3/19/2019,CA-2019-111829,98115,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,3/20/2019,First Class
Seattle,United States,BS-11365,Bill Shonely,5/4/2018,US-2018-148194,98105,OFF-AP-10000696,Holmes Odor Grabber,5/7/2018,First Class
Riverside,United States,JD-15895,Jonathan Doherty,7/20/2018,CA-2018-127866,92503,OFF-AR-10003481,Newell 348,7/23/2018,First Class
San Diego,United States,CS-12250,Chris Selesnick,11/20/2019,CA-2019-136420,92024,OFF-LA-10002762,Avery 485,11/21/2019,First Class
Fairfield,United States,DH-13075,Dave Hallsten,3/28/2021,US-2021-147886,94533,OFF-PA-10003651,Xerox 1968,3/31/2021,First Class
Los Angeles,United States,BP-11095,Bart Pistole,12/19/2018,CA-2018-162992,90008,OFF-FA-10004248,Advantus T-Pin Paper Clips,12/21/2018,First Class
Los Angeles,United States,YC-21895,Yoseph Carroll,11/12/2019,CA-2019-153220,90032,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",11/14/2019,First Class
Los Angeles,United States,RS-19765,Roland Schwarz,10/15/2021,CA-2021-113670,90045,OFF-PA-10000675,Xerox 1919,10/17/2021,First Class
Seattle,United States,BV-11245,Benjamin Venier,12/24/2020,CA-2020-123526,98103,OFF-PA-10002986,Xerox 1898,12/25/2020,First Class
Los Angeles,United States,TS-21370,Todd Sumrall,10/28/2018,CA-2018-101931,90049,OFF-ST-10003442,Eldon Portable Mobile Manager,10/31/2018,First Class
Helena,United States,LS-17200,Luke Schmidt,9/25/2021,CA-2021-169929,59601,OFF-ST-10002352,Iris Project Case,9/28/2021,First Class
Los Angeles,United States,GK-14620,Grace Kelly,12/25/2020,US-2020-116729,90049,OFF-PA-10002005,Xerox 225,12/28/2020,First Class
San Francisco,United States,DJ-13420,Denny Joy,10/10/2019,CA-2019-109736,94109,OFF-PA-10004101,Xerox 1894,10/11/2019,First Class
San Francisco,United States,TS-21205,Thomas Seio,11/17/2018,CA-2018-140662,94109,OFF-PA-10003395,Xerox 1941,11/19/2018,First Class
Fairfield,United States,DH-13075,Dave Hallsten,3/28/2021,US-2021-147886,94533,OFF-ST-10002743,SAFCO Boltless Steel Shelving,3/31/2021,First Class
